Name,Country,Query_Name,Latitude,Longitude,
Le Crouesty,France,LE_CROUESTY,47.5479899,-2.8950608,"Harbor.create(name: ""Le Crouesty"", lat: 47.5479899, lng: -2.8950608, query: ""LE_CROUESTY"")"
Le Francois,France (Antilles),LE_FRANCOIS,,,
Le Guilvinec,France,LE_GUILVINEC,47.797213,-4.284075,"Harbor.create(name: ""Le Guilvinec"", lat: 47.797213, lng: -4.284075, query: ""LE_GUILVINEC"")"
Le Havre,France,LE_HAVRE,49.49437,0.107929,"Harbor.create(name: ""Le Havre"", lat: 49.49437, lng: 0.107929, query: ""LE_HAVRE"")"
Le Larivot,France (Guyane),LE_LARIVOT,,,
Le Legue,France,LE_LEGUE_BOUEE,48.52535,-2.745161,"Harbor.create(name: ""Le Legue"", lat: 48.52535, lng: -2.745161, query: ""LE_LEGUE_BOUEE"")"
Le Logeo,France,LE_LOGEO,47.545836,-2.847502,"Harbor.create(name: ""Le Logeo"", lat: 47.545836, lng: -2.847502, query: ""LE_LOGEO"")"
Le Marin,France (Antilles),LE_MARIN,,,
Le Palais,France,LE_PALAIS,47.347009,-3.156406,"Harbor.create(name: ""Le Palais"", lat: 47.347009, lng: -3.156406, query: ""LE_PALAIS"")"
Le Pouldu,France,LE_POULDU,47.767212,-3.545922,"Harbor.create(name: ""Le Pouldu"", lat: 47.767212, lng: -3.545922, query: ""LE_POULDU"")"
Le Pouliguen,France,LE_POULIGUEN,47.269852,-2.425372,"Harbor.create(name: ""Le Pouliguen"", lat: 47.269852, lng: -2.425372, query: ""LE_POULIGUEN"")"
Le Robert,France (Antilles),LE_ROBERT,48.6353073,-1.9932452,"Harbor.create(name: ""Le Robert"", lat: 48.6353073, lng: -1.9932452, query: ""LE_ROBERT"")"
Le Senequet,France,LE_SENEQUET,49.106223,-1.605945,"Harbor.create(name: ""Le Senequet"", lat: 49.106223, lng: -1.605945, query: ""LE_SENEQUET"")"
Le Touquet,France,LE_TOUQUET,50.521276,1.590675,"Harbor.create(name: ""Le Touquet"", lat: 50.521276, lng: 1.590675, query: ""LE_TOUQUET"")"
Le Treport,France,LE_TREPORT,50.05916999999999,1.382472,"Harbor.create(name: ""Le Treport"", lat: 50.05916999999999, lng: 1.382472, query: ""LE_TREPORT"")"
Le Vauclin,France (Antilles),LE_VAUCLIN,14.5456332,-60.83913039999999,"Harbor.create(name: ""Le Vauclin"", lat: 14.5456332, lng: -60.83913039999999, query: ""LE_VAUCLIN"")"
Learmonth - Exmouth,Australie,LEARMONTH,-22.1968145,114.0273073,"Harbor.create(name: ""Learmonth - Exmouth"", lat: -22.1968145, lng: 114.0273073, query: ""LEARMONTH"")"
Legaspi,Philippines,LEGASPI,13.1390621,123.7437995,"Harbor.create(name: ""Legaspi"", lat: 13.1390621, lng: 123.7437995, query: ""LEGASPI"")"
Leith,Royaume-Uni,LEITH,55.97552779999999,-3.1665102,"Harbor.create(name: ""Leith"", lat: 55.97552779999999, lng: -3.1665102, query: ""LEITH"")"
Lerwick,Royaume-Uni (Iles Shetland),LERWICK,60.1529871,-1.1492932,"Harbor.create(name: ""Lerwick"", lat: 60.1529871, lng: -1.1492932, query: ""LERWICK"")"
Les Hattes,France (Guyane),LES_HATTES,,,
Les Heaux-de-Brehat,France,LES_HEAUX-DE-BREHAT,48.90755799999999,-3.0937009,"Harbor.create(name: ""Les Heaux-de-Brehat"", lat: 48.90755799999999, lng: -3.0937009, query: ""LES_HEAUX-DE-BREHAT"")"
Les Minquiers,Royaume-Uni,LES_MINQUIERS,,,
Olonne,France,LES_SABLES-D_OLONNE,46.536402,-1.772826,"Harbor.create(name: ""Olonne"", lat: 46.536402, lng: -1.772826, query: ""LES_SABLES-D_OLONNE"")"
Lesconil,France,LESCONIL,47.79615099999999,-4.220119,"Harbor.create(name: ""Lesconil"", lat: 47.79615099999999, lng: -4.220119, query: ""LESCONIL"")"
Lewes,Etats-Unis,BREAKWATER_HARBOUR,38.7745565,-75.13934979999999,"Harbor.create(name: ""Lewes"", lat: 38.7745565, lng: -75.13934979999999, query: ""BREAKWATER_HARBOUR"")"
Lezardrieux,France,LEZARDRIEUX_PORT,48.7864239,-3.1049,"Harbor.create(name: ""Lezardrieux"", lat: 48.7864239, lng: -3.1049, query: ""LEZARDRIEUX_PORT"")"
Libreville,Gabon,LIBREVILLE,0.4161976,9.4672676,"Harbor.create(name: ""Libreville"", lat: 0.4161976, lng: 9.4672676, query: ""LIBREVILLE"")"
Lifuka,Tonga,LIFUKA,-19.8188044,-174.3489467,"Harbor.create(name: ""Lifuka"", lat: -19.8188044, lng: -174.3489467, query: ""LIFUKA"")"
Lisboa (Lisbonne),Portugal,LISBOA,38.7222524,-9.1393366,"Harbor.create(name: ""Lisboa (Lisbonne)"", lat: 38.7222524, lng: -9.1393366, query: ""LISBOA"")"
Liverpool,Royaume-Uni,LIVERPOOL_ALFRED_DOCK,53.4083714,-2.9915726,"Harbor.create(name: ""Liverpool"", lat: 53.4083714, lng: -2.9915726, query: ""LIVERPOOL_ALFRED_DOCK"")"
Livourne (Livorno),Italie,LIVORNO,43.548473,10.3105674,"Harbor.create(name: ""Livourne (Livorno)"", lat: 43.548473, lng: 10.3105674, query: ""LIVORNO"")"
Lobito,Angola,LOBITO,-12.3757287,13.5610451,"Harbor.create(name: ""Lobito"", lat: -12.3757287, lng: 13.5610451, query: ""LOBITO"")"
Locmariaquer,France,LOCMARIAQUER,47.56970399999999,-2.945189,"Harbor.create(name: ""Locmariaquer"", lat: 47.56970399999999, lng: -2.945189, query: ""LOCMARIAQUER"")"
Locquemeau,France,LOCQUEMEAU,48.723433,-3.561616,"Harbor.create(name: ""Locquemeau"", lat: 48.723433, lng: -3.561616, query: ""LOCQUEMEAU"")"
Locquirec,France,LOCQUIREC,48.692623,-3.645083,"Harbor.create(name: ""Locquirec"", lat: 48.692623, lng: -3.645083, query: ""LOCQUIREC"")"
Loctudy,France,LOCTUDY,47.83044,-4.168061,"Harbor.create(name: ""Loctudy"", lat: 47.83044, lng: -4.168061, query: ""LOCTUDY"")"
Lome,Togo,LOME,6.1724969,1.2313618,"Harbor.create(name: ""Lome"", lat: 6.1724969, lng: 1.2313618, query: ""LOME"")"
Londonderry,Royaume-Uni,LONDONDERRY,54.9966124,-7.3085748,"Harbor.create(name: ""Londonderry"", lat: 54.9966124, lng: -7.3085748, query: ""LONDONDERRY"")"
Londres (London),Royaume-Uni,LONDON_BRIDGE,51.5073509,-0.1277583,"Harbor.create(name: ""Londres (London)"", lat: 51.5073509, lng: -0.1277583, query: ""LONDON_BRIDGE"")"
Longyearbyen,Norvege (Spitzberg),LONGYEARBYEN,78.22317220000001,15.626723,"Harbor.create(name: ""Longyearbyen"", lat: 78.22317220000001, lng: 15.626723, query: ""LONGYEARBYEN"")"
Lorient,France,LORIENT,47.7482524,-3.3702449,"Harbor.create(name: ""Lorient"", lat: 47.7482524, lng: -3.3702449, query: ""LORIENT"")"
Los Angeles,Etats-Unis,LOS_ANGELES,34.0522342,-118.2436849,"Harbor.create(name: ""Los Angeles"", lat: 34.0522342, lng: -118.2436849, query: ""LOS_ANGELES"")"
Lowestoft,Royaume-Uni,LOWESTOFT,52.48113799999999,1.753449,"Harbor.create(name: ""Lowestoft"", lat: 52.48113799999999, lng: 1.753449, query: ""LOWESTOFT"")"
Luanda,Angola,LUANDA,-8.839987599999999,13.2894368,"Harbor.create(name: ""Luanda"", lat: -8.839987599999999, lng: 13.2894368, query: ""LUANDA"")"
Luba - San Carlos (I. de Bioko),Guinee Equatoriale,LUBA_SAN_CARLOS,3.6198322,8.748116699999999,"Harbor.create(name: ""Luba - San Carlos (I. de Bioko)"", lat: 3.6198322, lng: 8.748116699999999, query: ""LUBA_SAN_CARLOS"")"
Luderitz,Namibie,LUDERITZ,-26.6420382,15.1639082,"Harbor.create(name: ""Luderitz"", lat: -26.6420382, lng: 15.1639082, query: ""LUDERITZ"")"
Lushun,Chine,LUSHUN,38.851705,121.261953,"Harbor.create(name: ""Lushun"", lat: 38.851705, lng: 121.261953, query: ""LUSHUN"")"
Lyttelton,Nouvelle-Zelande,LYTTELTON,-43.6032583,172.7193227,"Harbor.create(name: ""Lyttelton"", lat: -43.6032583, lng: 172.7193227, query: ""LYTTELTON"")"
Ma-Kung,Taiwan,MA-KUNG,23.5661218,119.5861581,"Harbor.create(name: ""Ma-Kung"", lat: 23.5661218, lng: 119.5861581, query: ""MA-KUNG"")"
Macao,Chine,MACAU_HARBOUR,22.198745,113.543873,"Harbor.create(name: ""Macao"", lat: 22.198745, lng: 113.543873, query: ""MACAU_HARBOUR"")"
Macau (Brazil),Bresil,PORTO_DE_MACAU,-5.1083383,-36.6321702,"Harbor.create(name: ""Macau (Brazil)"", lat: -5.1083383, lng: -36.6321702, query: ""PORTO_DE_MACAU"")"
Maceio,Bresil,MACEIO,-9.6498487,-35.7089492,"Harbor.create(name: ""Maceio"", lat: -9.6498487, lng: -35.7089492, query: ""MACEIO"")"
Madang,Papouasie-Nouvelle-Guinee,MADANG,-5.2218841,145.7856324,"Harbor.create(name: ""Madang"", lat: -5.2218841, lng: 145.7856324, query: ""MADANG"")"
Madras (Chennai),Inde,MADRAS,13.0826802,80.2707184,"Harbor.create(name: ""Madras (Chennai)"", lat: 13.0826802, lng: 80.2707184, query: ""MADRAS"")"
Madre de Deus,Bresil,MADRE_DE_DEUS,-12.7439601,-38.6168111,"Harbor.create(name: ""Madre de Deus"", lat: -12.7439601, lng: -38.6168111, query: ""MADRE_DE_DEUS"")"
Maizuru,Japon,MAIZURU,35.4747971,135.3859918,"Harbor.create(name: ""Maizuru"", lat: 35.4747971, lng: 135.3859918, query: ""MAIZURU"")"
Makatea,France (Polynesie),MAKATEA,-15.8452689,-148.251958,"Harbor.create(name: ""Makatea"", lat: -15.8452689, lng: -148.251958, query: ""MAKATEA"")"
Makemo,France (Polynesie),MAKEMO,,,
Malabo (I. de Bioko),Guinee Equatoriale,MALABO,3.6198322,8.748116699999999,"Harbor.create(name: ""Malabo (I. de Bioko)"", lat: 3.6198322, lng: 8.748116699999999, query: ""MALABO"")"
Malaga,Espagne,MALAGA,36.721261,-4.4212655,"Harbor.create(name: ""Malaga"", lat: 36.721261, lng: -4.4212655, query: ""MALAGA"")"
Malakal - Koror,Palaos,MALAKAL,7.3326726,134.4547555,"Harbor.create(name: ""Malakal - Koror"", lat: 7.3326726, lng: 134.4547555, query: ""MALAKAL"")"
Malecon,Venezuela,MALECON,10.9662322,-64.17716949999999,"Harbor.create(name: ""Malecon"", lat: 10.9662322, lng: -64.17716949999999, query: ""MALECON"")"
Mali Losinj,Croatie,MALI_LOSINJ,44.5315814,14.4720423,"Harbor.create(name: ""Mali Losinj"", lat: 44.5315814, lng: 14.4720423, query: ""MALI_LOSINJ"")"
Malindi,Kenya,MALINDI,-3.2191864,40.1168906,"Harbor.create(name: ""Malindi"", lat: -3.2191864, lng: 40.1168906, query: ""MALINDI"")"
Manado (Menado),Indonesie,MENADO,1.4748305,124.8420794,"Harbor.create(name: ""Manado (Menado)"", lat: 1.4748305, lng: 124.8420794, query: ""MENADO"")"
Mangalore,Inde,MANGALORE,12.9141417,74.8559568,"Harbor.create(name: ""Mangalore"", lat: 12.9141417, lng: 74.8559568, query: ""MANGALORE"")"
Manille (Manila),Philippines,MANILA,14.6041497,120.9822098,"Harbor.create(name: ""Manille (Manila)"", lat: 14.6041497, lng: 120.9822098, query: ""MANILA"")"
Manta,Equateur,MANTA,-0.9676533,-80.7089101,"Harbor.create(name: ""Manta"", lat: -0.9676533, lng: -80.7089101, query: ""MANTA"")"
Manzanillo,Mexique,MANZANILLO,19.1138094,-104.3384616,"Harbor.create(name: ""Manzanillo"", lat: 19.1138094, lng: -104.3384616, query: ""MANZANILLO"")"
Maputo,Mozambique,MAPUTO_LOURENCO_MARQUES,-25.891968,32.6051351,"Harbor.create(name: ""Maputo"", lat: -25.891968, lng: 32.6051351, query: ""MAPUTO_LOURENCO_MARQUES"")"
Mar del Plata,Argentine,MAR_DEL_PLATA,-38.0054771,-57.5426106,"Harbor.create(name: ""Mar del Plata"", lat: -38.0054771, lng: -57.5426106, query: ""MAR_DEL_PLATA"")"
Margate,Royaume-Uni,MARGATE,51.38964600000001,1.3868339,"Harbor.create(name: ""Margate"", lat: 51.38964600000001, lng: 1.3868339, query: ""MARGATE"")"
Marin,Espagne,MARIN,42.3914848,-8.7020824,"Harbor.create(name: ""Marin"", lat: 42.3914848, lng: -8.7020824, query: ""MARIN"")"
Marseille,France,MARSEILLE,43.296482,5.36978,"Harbor.create(name: ""Marseille"", lat: 43.296482, lng: 5.36978, query: ""MARSEILLE"")"
Massawa (Mitsiwa),Erythree,MASSAWA,15.607875,39.4553839,"Harbor.create(name: ""Massawa (Mitsiwa)"", lat: 15.607875, lng: 39.4553839, query: ""MASSAWA"")"
Matarani,Perou,MATARANI,-17.0054057,-72.1001434,"Harbor.create(name: ""Matarani"", lat: -17.0054057, lng: -72.1001434, query: ""MATARANI"")"
Matavai,France (Polynesie),MATAVAI,,,
Matsuyama,Japon,MATSUYAMA,33.8391574,132.7655752,"Harbor.create(name: ""Matsuyama"", lat: 33.8391574, lng: 132.7655752, query: ""MATSUYAMA"")"
Mayport,Etats-Unis,MAYPORT,30.3923949,-81.42995859999999,"Harbor.create(name: ""Mayport"", lat: 30.3923949, lng: -81.42995859999999, query: ""MAYPORT"")"
Mazatlan,Mexique,MAZATLAN,23.2494148,-106.4111425,"Harbor.create(name: ""Mazatlan"", lat: 23.2494148, lng: -106.4111425, query: ""MAZATLAN"")"
Mehdia,Maroc,MEHDIA,34.2562684,-6.6758408,"Harbor.create(name: ""Mehdia"", lat: 34.2562684, lng: -6.6758408, query: ""MEHDIA"")"
Melaka,Malaisie,MELAKA,2.189594,102.2500868,"Harbor.create(name: ""Melaka"", lat: 2.189594, lng: 102.2500868, query: ""MELAKA"")"
Melbourne,Australie,MELBOURNE,-37.8136276,144.9630576,"Harbor.create(name: ""Melbourne"", lat: -37.8136276, lng: 144.9630576, query: ""MELBOURNE"")"
Melchior,Antarctique,MELCHIOR,-64.316667,-62.95,"Harbor.create(name: ""Melchior"", lat: -64.316667, lng: -62.95, query: ""MELCHIOR"")"
Melchor Ocampo,Mexique,MELCHOR_OCAMPO_MEXICO,19.710125,-99.1400807,"Harbor.create(name: ""Melchor Ocampo"", lat: 19.710125, lng: -99.1400807, query: ""MELCHOR_OCAMPO_MEXICO"")"
Mergui,Birmanie,MERGUI,12.4492291,98.62706279999999,"Harbor.create(name: ""Mergui"", lat: 12.4492291, lng: 98.62706279999999, query: ""MERGUI"")"
Messine,Italie,MESSINA,38.1938137,15.5540152,"Harbor.create(name: ""Messine"", lat: 38.1938137, lng: 15.5540152, query: ""MESSINA"")"
Miami,Etats-Unis,MIAMI_HARBOR_ENTRANCE,25.7616798,-80.1917902,"Harbor.create(name: ""Miami"", lat: 25.7616798, lng: -80.1917902, query: ""MIAMI_HARBOR_ENTRANCE"")"
Miike Ko,Japon,MIIKE,33.0,130.4166667,"Harbor.create(name: ""Miike Ko"", lat: 33.0, lng: 130.4166667, query: ""MIIKE"")"
Milford Haven,Royaume-Uni,MILFORD_HAVEN,51.714306,-5.042697,"Harbor.create(name: ""Milford Haven"", lat: 51.714306, lng: -5.042697, query: ""MILFORD_HAVEN"")"
Mimizan,France,MIMIZAN,44.20041699999999,-1.2280089,"Harbor.create(name: ""Mimizan"", lat: 44.20041699999999, lng: -1.2280089, query: ""MIMIZAN"")"
Salman,Bahrein,MINA_SALMAN,26.1761231,50.6058222,"Harbor.create(name: ""Salman"", lat: 26.1761231, lng: 50.6058222, query: ""MINA_SALMAN"")"
Mina-al Ahmadi,Koweit,MINA_AL_AHMADI,29.0853759,48.0654706,"Harbor.create(name: ""Mina-al Ahmadi"", lat: 29.0853759, lng: 48.0654706, query: ""MINA_AL_AHMADI"")"
Minami Izu,Japon,MINAMI_IZU,34.6510915,138.8585273,"Harbor.create(name: ""Minami Izu"", lat: 34.6510915, lng: 138.8585273, query: ""MINAMI_IZU"")"
Mindelo (P. Grande),Cap-Vert,PORTO_GRANDE_DE_S_VICENTE,16.8894516,-24.9874309,"Harbor.create(name: ""Mindelo (P. Grande)"", lat: 16.8894516, lng: -24.9874309, query: ""PORTO_GRANDE_DE_S_VICENTE"")"
Minicoy I.,Maldives,MINICOY,,,
Minjiang Kou,Chine,MINJIANG_KOU,26.053581,119.6954,"Harbor.create(name: ""Minjiang Kou"", lat: 26.053581, lng: 119.6954, query: ""MINJIANG_KOU"")"
Miri,Malaisie,MIRI,4.399493,113.9913832,"Harbor.create(name: ""Miri"", lat: 4.399493, lng: 113.9913832, query: ""MIRI"")"
Mizushima,Japon,MIZUSHIMA,36.6387419,136.9015148,"Harbor.create(name: ""Mizushima"", lat: 36.6387419, lng: 136.9015148, query: ""MIZUSHIMA"")"
Mo I Rana,Norvege,MO-I-RANA,66.3137122,14.1419749,"Harbor.create(name: ""Mo I Rana"", lat: 66.3137122, lng: 14.1419749, query: ""MO-I-RANA"")"
Mobile,Etats-Unis,MOBILE,30.6953657,-88.0398912,"Harbor.create(name: ""Mobile"", lat: 30.6953657, lng: -88.0398912, query: ""MOBILE"")"
Mocamedes (Namibe),Angola,MOCAMEDES,-15.1978317,12.1575544,"Harbor.create(name: ""Mocamedes (Namibe)"", lat: -15.1978317, lng: 12.1575544, query: ""MOCAMEDES"")"
Mocimboa da Praia,Mozambique,MOCIMBOA_DA_PRAIA,-11.3535985,40.3522402,"Harbor.create(name: ""Mocimboa da Praia"", lat: -11.3535985, lng: 40.3522402, query: ""MOCIMBOA_DA_PRAIA"")"
Mogadiscio (Muqdisho),Somalie,MOGADISCIO,2.023869,45.333168,"Harbor.create(name: ""Mogadiscio (Muqdisho)"", lat: 2.023869, lng: 45.333168, query: ""MOGADISCIO"")"
Mohammedia,Maroc,MOHAMMEDIA,33.6835086,-7.384854699999999,"Harbor.create(name: ""Mohammedia"", lat: 33.6835086, lng: -7.384854699999999, query: ""MOHAMMEDIA"")"
Mokpo,Coree du Sud,MOKPO,34.8118351,126.3921664,"Harbor.create(name: ""Mokpo"", lat: 34.8118351, lng: 126.3921664, query: ""MOKPO"")"
Molene Nord,France,MOLENE_NORD,48.78083300000001,-3.608889,"Harbor.create(name: ""Molene Nord"", lat: 48.78083300000001, lng: -3.608889, query: ""MOLENE_NORD"")"
Mombasa (Kilindini Harbour),Kenya,KILINDINI_HARBOUR,-4.0694444,39.6505556,"Harbor.create(name: ""Mombasa (Kilindini Harbour)"", lat: -4.0694444, lng: 39.6505556, query: ""KILINDINI_HARBOUR"")"
Monaco,France,MONACO,43.73741099999999,7.420815999999999,"Harbor.create(name: ""Monaco"", lat: 43.73741099999999, lng: 7.420815999999999, query: ""MONACO"")"
Monbetsu,Japon,MONBETSU,44.3564842,143.3545032,"Harbor.create(name: ""Monbetsu"", lat: 44.3564842, lng: 143.3545032, query: ""MONBETSU"")"
Monrovia,Liberia,MONROVIA,6.2907432,-10.7605239,"Harbor.create(name: ""Monrovia"", lat: 6.2907432, lng: -10.7605239, query: ""MONROVIA"")"
Monte Hermoso,Argentine,MONTE_HERMOSO,-38.9166669,-61.55,"Harbor.create(name: ""Monte Hermoso"", lat: -38.9166669, lng: -61.55, query: ""MONTE_HERMOSO"")"
Monterey,Etats-Unis,MONTEREY,36.6002378,-121.8946761,"Harbor.create(name: ""Monterey"", lat: 36.6002378, lng: -121.8946761, query: ""MONTEREY"")"
Montevideo,Uruguay,MONTEVIDEO,-34.9011127,-56.16453139999999,"Harbor.create(name: ""Montevideo"", lat: -34.9011127, lng: -56.16453139999999, query: ""MONTEVIDEO"")"
Morgat,France,MORGAT,48.230082,-4.511738,"Harbor.create(name: ""Morgat"", lat: 48.230082, lng: -4.511738, query: ""MORGAT"")"
Morlaix Pen Al Lann,France,MORLAIX_PEN_AL_LANN,48.577613,-3.828228,"Harbor.create(name: ""Morlaix Pen Al Lann"", lat: 48.577613, lng: -3.828228, query: ""MORLAIX_PEN_AL_LANN"")"
Mormugao (Marmagao),Inde,MARMAGAO,15.3874352,73.8154394,"Harbor.create(name: ""Mormugao (Marmagao)"", lat: 15.3874352, lng: 73.8154394, query: ""MARMAGAO"")"
Mosselbaai,Afrique du Sud,MOSSELBAAI,-34.1747356,22.0834066,"Harbor.create(name: ""Mosselbaai"", lat: -34.1747356, lng: 22.0834066, query: ""MOSSELBAAI"")"
Mouillage de Fare (Huahine),France (Polynesie),QUAI_DE_FARE,,,
Moulmein,Birmanie,MOULMEIN,16.4543173,97.64396110000001,"Harbor.create(name: ""Moulmein"", lat: 16.4543173, lng: 97.64396110000001, query: ""MOULMEIN"")"
Mozambique (Mozambique),Mozambique,MOZAMBIQUE,-18.665695,35.529562,"Harbor.create(name: ""Mozambique (Mozambique)"", lat: -18.665695, lng: 35.529562, query: ""MOZAMBIQUE"")"
Mtwara,Tanzanie,MTWARA,-10.3112236,40.1759806,"Harbor.create(name: ""Mtwara"", lat: -10.3112236, lng: 40.1759806, query: ""MTWARA"")"
Mucuripe - Fortaleza,Bresil,PORTO_DE_MUCURIPE,-3.7253934,-38.4836782,"Harbor.create(name: ""Mucuripe - Fortaleza"", lat: -3.7253934, lng: -38.4836782, query: ""PORTO_DE_MUCURIPE"")"
Muhammad Qol,Soudan,MUHAMMAD-ILE,20.9052259,37.1586874,"Harbor.create(name: ""Muhammad Qol"", lat: 20.9052259, lng: 37.1586874, query: ""MUHAMMAD-ILE"")"
Mui Vung Tau (Cap Saint-Jacques),Viet Nam,MUI_VUNG_TAU,,,
Mukah,Malaisie,MUKAH,2.899697,112.093447,"Harbor.create(name: ""Mukah"", lat: 2.899697, lng: 112.093447, query: ""MUKAH"")"
Muroran,Japon,MURORAN,42.3152306,140.9737991,"Harbor.create(name: ""Muroran"", lat: 42.3152306, lng: 140.9737991, query: ""MURORAN"")"
Mururoa,France (Polynesie),MURUROA_ANEMONE,-21.8308608,-138.9001364,"Harbor.create(name: ""Mururoa"", lat: -21.8308608, lng: -138.9001364, query: ""MURUROA_ANEMONE"")"
Id (Umm Said),Qatar,MESAIEED_CHANNEL_ENTRANCE,25.013,51.5523,"Harbor.create(name: ""Id (Umm Said)"", lat: 25.013, lng: 51.5523, query: ""MESAIEED_CHANNEL_ENTRANCE"")"
Mys Astronomicheski,Federation de Russie,MYS_ASTRONOMICHESKI,74.16861109999999,109.8169444,"Harbor.create(name: ""Mys Astronomicheski"", lat: 74.16861109999999, lng: 109.8169444, query: ""MYS_ASTRONOMICHESKI"")"
Nacala,Mozambique,NACALA,-14.5656065,40.6854309,"Harbor.create(name: ""Nacala"", lat: -14.5656065, lng: 40.6854309, query: ""NACALA"")"
Nador,Maroc,NADOR,35.1686165,-2.9275836,"Harbor.create(name: ""Nador"", lat: 35.1686165, lng: -2.9275836, query: ""NADOR"")"
Nagappattinam,Inde,NAGAPPATTINAM,10.7656082,79.8423888,"Harbor.create(name: ""Nagappattinam"", lat: 10.7656082, lng: 79.8423888, query: ""NAGAPPATTINAM"")"
Nagasaki,Japon,NAGASAKI,32.7502856,129.877667,"Harbor.create(name: ""Nagasaki"", lat: 32.7502856, lng: 129.877667, query: ""NAGASAKI"")"
Nagoya,Japon,NAGOYA,35.1814464,136.906398,"Harbor.create(name: ""Nagoya"", lat: 35.1814464, lng: 136.906398, query: ""NAGOYA"")"
Naha Ko,Japon,NAHA_KO,26.2277778,127.6797222,"Harbor.create(name: ""Naha Ko"", lat: 26.2277778, lng: 127.6797222, query: ""NAHA_KO"")"
Nanaimo,Canada,NANAIMO,49.1658836,-123.9400647,"Harbor.create(name: ""Nanaimo"", lat: 49.1658836, lng: -123.9400647, query: ""NANAIMO"")"
Naozhou Dao I.,Chine,NAOZHOU_DAO,20.91059,110.596698,"Harbor.create(name: ""Naozhou Dao I."", lat: 20.91059, lng: 110.596698, query: ""NAOZHOU_DAO"")"
Napier,Nouvelle-Zelande,NAPIER,-39.4928444,176.9120178,"Harbor.create(name: ""Napier"", lat: -39.4928444, lng: 176.9120178, query: ""NAPIER"")"
Naple (Napoli),Italie,NAPOLI,40.8517746,14.2681244,"Harbor.create(name: ""Naple (Napoli)"", lat: 40.8517746, lng: 14.2681244, query: ""NAPOLI"")"
Narvik,Norvege,NARVIK,68.4384984,17.4272612,"Harbor.create(name: ""Narvik"", lat: 68.4384984, lng: 17.4272612, query: ""NARVIK"")"
Nassau,Bahamas,NASSAU,25.0479835,-77.355413,"Harbor.create(name: ""Nassau"", lat: 25.0479835, lng: -77.355413, query: ""NASSAU"")"
Natal,Bresil,PORTO_DE_NATAL,-5.7792569,-35.200916,"Harbor.create(name: ""Natal"", lat: -5.7792569, lng: -35.200916, query: ""PORTO_DE_NATAL"")"
Navlakhi,Inde,NAVLAKHI,22.9565796,70.4967441,"Harbor.create(name: ""Navlakhi"", lat: 22.9565796, lng: 70.4967441, query: ""NAVLAKHI"")"
Nawiliwili,Etats-Unis (Hawai),NAWILIWILI,21.9658333,-159.3563889,"Harbor.create(name: ""Nawiliwili"", lat: 21.9658333, lng: -159.3563889, query: ""NAWILIWILI"")"
Neiafu,Tonga,NEIAFU,-18.6476779,-173.9836854,"Harbor.create(name: ""Neiafu"", lat: -18.6476779, lng: -173.9836854, query: ""NEIAFU"")"
Neko,Antarctique,NEKO,-64.8330507,-62.6664299,"Harbor.create(name: ""Neko"", lat: -64.8330507, lng: -62.6664299, query: ""NEKO"")"
Nelson,Nouvelle-Zelande,NELSON,-41.2706319,173.2839653,"Harbor.create(name: ""Nelson"", lat: -41.2706319, lng: 173.2839653, query: ""NELSON"")"
Nendo I.,Iles Salomon,NDENT_ISLAND,-10.7245728,165.9230976,"Harbor.create(name: ""Nendo I."", lat: -10.7245728, lng: 165.9230976, query: ""NDENT_ISLAND"")"
Neny,Antarctique,ISLA_NENY,,,
Nevlunghavn,Norvege,NEVLUNGHAVN,58.9682766,9.866507,"Harbor.create(name: ""Nevlunghavn"", lat: 58.9682766, lng: 9.866507, query: ""NEVLUNGHAVN"")"
New London,Etats-Unis,NEW_LONDON,41.3556539,-72.0995209,"Harbor.create(name: ""New London"", lat: 41.3556539, lng: -72.0995209, query: ""NEW_LONDON"")"
New Orleans,Etats-Unis,NEW_ORLEANS,29.95106579999999,-90.0715323,"Harbor.create(name: ""New Orleans"", lat: 29.95106579999999, lng: -90.0715323, query: ""NEW_ORLEANS"")"
New Plymouth (P. Taranaki),Nouvelle-Zelande,PORT_TARANAKI,-39.0556253,174.0752278,"Harbor.create(name: ""New Plymouth (P. Taranaki)"", lat: -39.0556253, lng: 174.0752278, query: ""PORT_TARANAKI"")"
New York,Etats-Unis,NEW_YORK_BATTERY,40.7127837,-74.0059413,"Harbor.create(name: ""New York"", lat: 40.7127837, lng: -74.0059413, query: ""NEW_YORK_BATTERY"")"
Newcastle,Australie,NEWCASTLE,-32.92833299999999,151.781667,"Harbor.create(name: ""Newcastle"", lat: -32.92833299999999, lng: 151.781667, query: ""NEWCASTLE"")"
Newport,Royaume-Uni,NEWPORT,51.584151,-2.997664,"Harbor.create(name: ""Newport"", lat: 51.584151, lng: -2.997664, query: ""NEWPORT"")"
Newport (USA),Etats-Unis,NEWPORT_RI,41.4901024,-71.3128285,"Harbor.create(name: ""Newport (USA)"", lat: 41.4901024, lng: -71.3128285, query: ""NEWPORT_RI"")"
Nice,France,NICE,43.7101728,7.261953200000001,"Harbor.create(name: ""Nice"", lat: 43.7101728, lng: 7.261953200000001, query: ""NICE"")"
Nieuw Nickerie,Suriname,NICKERIE_RIVIER,5.9411628,-56.9914585,"Harbor.create(name: ""Nieuw Nickerie"", lat: 5.9411628, lng: -56.9914585, query: ""NICKERIE_RIVIER"")"
